"client_id","transactions","contacts_with_advisor","customer_satisfaction","products_held","age","income","churn"
733,90,0,4,7,29,58831,"0"
734,63,2,3,5,36,52555,"1"
735,12,6,5,1,52,47572,"1"
736,21,4,5,2,45,39947,"0"
737,28,5,4,2,61,62373,"0"
738,42,3,5,3,52,62158,"0"
739,36,3,4,3,37,34537,"0"
740,59,0,5,5,43,71191,"0"
741,74,2,1,6,62,66229,"1"
742,34,4,4,3,39,74814,"0"
743,29,4,5,3,32,35128,"0"
744,81,2,1,6,57,70619,"0"
745,63,1,2,5,52,89561,"0"
746,28,4,4,2,40,50304,"0"
747,7,7,5,1,49,65454,"0"
748,48,4,5,4,52,48364,"0"
749,70,2,4,6,41,72648,"0"
750,18,6,5,2,54,67337,"0"
751,7,6,5,1,42,59690,"0"
752,-0,7,4,1,46,55247,"1"
753,24,3,5,2,59,47280,"0"
754,8,7,4,1,47,28567,"0"
755,1,6,5,1,30,57934,"0"
756,26,4,4,2,47,77939,"0"
757,24,5,4,3,30,61128,"1"
758,9,4,4,1,44,53676,"1"
759,62,0,3,6,42,45054,"1"
760,74,0,2,6,88,85132,"0"
761,102,0,4,8,56,78804,"0"
762,51,1,5,4,55,100349,"0"
763,26,7,5,1,52,53132,"0"
764,0,4,5,1,44,65374,"1"
765,35,3,3,3,18,44937,"0"
766,44,3,4,3,72,56628,"0"
767,64,0,4,5,44,69179,"0"
768,21,3,4,2,40,41249,"0"
769,25,7,5,2,42,66814,"0"
770,44,4,5,3,63,80794,"0"
771,20,4,4,2,59,66641,"0"
772,6,4,5,1,66,66608,"1"
773,26,5,4,2,53,65065,"0"
774,23,4,3,1,49,72778,"0"
775,30,4,5,4,47,93128,"0"
776,18,5,5,1,31,32159,"0"
777,65,3,5,5,53,54860,"0"
778,51,3,5,5,46,91327,"1"
779,62,1,4,4,45,61082,"0"
780,71,3,3,6,63,67835,"0"
781,32,5,4,3,65,79945,"1"
782,39,4,3,3,79,110489,"0"
783,38,4,5,2,56,57086,"0"
784,18,5,4,1,49,63680,"1"
785,28,3,5,3,39,64496,"0"
786,-0,5,5,1,50,55020,"0"
787,25,6,5,2,71,91837,"0"
788,39,5,3,3,47,61593,"1"
789,17,11,3,2,71,55912,"0"
790,8,4,2,1,47,66643,"0"
791,55,1,3,5,53,80197,"0"
792,19,8,4,2,80,83723,"0"
793,33,4,5,3,50,69846,"0"
794,25,5,5,1,33,62929,"0"
795,30,5,3,3,42,60144,"1"
796,33,7,4,2,37,48822,"0"
797,25,6,4,2,51,30174,"0"
798,8,6,5,1,43,61843,"1"
799,50,1,4,4,55,56542,"0"
800,23,8,5,1,69,71497,"1"
801,68,3,4,5,38,49344,"0"
802,59,1,4,5,38,36763,"0"
803,10,4,4,1,47,19964,"1"
804,36,3,5,3,61,68789,"0"
805,32,4,5,3,55,82372,"0"
806,9,6,5,1,51,57343,"1"
807,39,3,5,3,69,86996,"0"
808,13,8,3,1,47,82888,"0"
809,29,3,5,2,72,60274,"1"
810,41,4,5,3,32,47750,"0"
811,10,4,5,1,53,50143,"1"
812,63,1,4,6,61,73516,"0"
813,28,5,5,2,64,55162,"1"
814,32,3,4,3,33,36000,"1"
815,45,1,4,4,42,53036,"0"
816,33,3,5,3,27,63853,"1"
817,76,1,3,6,47,54394,"0"
818,19,4,5,1,44,45699,"1"
819,29,5,5,1,62,57907,"0"
820,28,2,4,3,55,44458,"0"
821,12,6,4,1,46,43466,"0"
822,33,4,4,3,66,57382,"1"
823,30,4,5,2,48,38487,"0"
824,13,6,2,1,66,68650,"1"
825,7,8,4,1,58,57374,"1"
826,70,0,4,6,58,64899,"0"
827,15,6,4,1,61,85669,"1"
828,12,8,5,1,43,45681,"0"
829,9,4,4,1,33,39140,"1"
830,25,6,4,1,60,37331,"1"
831,22,7,5,1,34,61034,"1"
832,30,6,5,2,39,56440,"0"
833,15,4,4,1,47,56511,"0"
834,25,4,5,2,57,72046,"0"
835,34,5,2,3,57,72907,"1"
836,42,6,5,3,28,35896,"1"
837,23,5,5,2,53,83461,"0"
838,25,3,5,3,29,40845,"0"
839,74,0,2,6,77,72321,"0"
840,10,6,5,1,39,39262,"1"
841,42,3,5,4,70,48374,"0"
842,40,4,4,4,46,69728,"0"
843,20,9,5,1,57,53046,"0"
844,38,4,5,3,40,63048,"0"
845,22,4,1,3,51,36429,"1"
846,12,5,5,1,57,53910,"0"
847,29,8,4,2,68,73211,"0"
848,14,3,5,2,42,41298,"0"
849,42,3,4,4,31,66491,"0"
850,6,5,4,1,35,15000,"0"
851,31,5,4,3,52,57868,"0"
852,45,7,5,4,53,68160,"0"
853,31,3,5,2,47,39775,"0"
854,34,6,4,2,51,48519,"0"
855,40,5,5,3,46,42994,"0"
856,30,5,5,1,45,56460,"0"
857,35,3,5,3,77,87488,"0"
858,77,2,3,6,51,54088,"0"
859,26,5,5,2,65,87037,"0"
860,77,1,5,6,81,69655,"0"
861,88,0,5,7,34,69383,"1"
862,39,4,4,3,48,56479,"0"
863,33,4,5,2,50,65346,"0"
864,14,7,3,1,64,53355,"0"
865,25,3,5,2,46,67303,"0"
866,55,4,5,5,54,76029,"0"
867,4,4,4,1,52,66390,"0"
868,0,5,5,1,54,65104,"1"
869,21,4,4,2,42,37376,"0"
870,22,6,4,2,81,80833,"1"
871,60,4,5,4,36,57197,"0"
872,60,5,5,5,46,61964,"0"
873,21,4,3,1,55,69710,"1"
874,55,2,5,4,55,78231,"0"
875,26,7,5,2,36,79694,"0"
876,38,6,5,3,48,71909,"0"
877,18,7,4,1,33,40049,"0"
878,19,4,5,2,61,64571,"0"
879,71,2,4,6,39,61425,"0"
880,42,5,4,3,36,65774,"0"
881,56,5,3,5,50,81023,"0"
882,50,2,3,4,35,58595,"0"
883,44,7,5,3,53,64662,"1"
884,52,2,3,4,43,54567,"0"
885,74,1,4,6,42,37834,"1"
886,16,8,5,1,31,43868,"1"
887,19,4,5,1,20,38988,"0"
888,11,5,5,1,63,65672,"0"
889,51,4,5,4,71,73949,"0"
890,27,3,3,4,65,68787,"0"
891,31,4,5,2,49,45801,"0"
892,28,5,5,2,52,49652,"1"
893,47,3,5,3,54,36858,"0"
894,27,6,5,2,46,82850,"0"
895,22,5,4,2,56,69121,"0"
896,45,3,5,5,60,60285,"0"
897,8,6,5,2,61,58460,"0"
898,19,6,2,1,64,73121,"1"
899,51,1,3,4,45,67033,"0"
900,44,5,3,3,54,44843,"0"
901,26,8,4,1,49,63133,"0"
902,16,6,3,1,35,44136,"0"
903,18,4,4,2,39,41651,"0"
904,4,7,5,1,47,51826,"1"
905,37,3,5,3,53,66699,"0"
906,65,0,2,6,65,95413,"1"
907,23,4,5,2,60,41799,"0"
908,17,8,3,1,35,34303,"1"
909,41,4,4,3,57,38541,"0"
910,19,5,4,1,39,42688,"1"
911,28,4,4,2,61,78100,"0"
912,24,7,4,2,39,67222,"0"
913,82,0,5,6,35,77052,"0"
914,62,1,4,5,51,74706,"0"
915,45,4,5,4,40,67604,"0"
916,54,2,4,4,63,52869,"0"
917,97,0,3,8,37,54971,"1"
918,22,4,4,3,56,83818,"0"
919,19,7,4,1,62,54305,"0"
920,13,5,4,1,46,61609,"1"
921,62,3,4,4,55,58007,"0"
922,76,0,5,7,43,59215,"0"
923,89,0,3,7,36,46806,"1"
924,13,5,4,1,22,36214,"0"
925,25,4,5,3,39,56490,"0"
926,63,3,4,5,55,71563,"1"
927,11,6,5,1,51,61556,"0"
928,19,6,4,2,37,50762,"0"
929,15,6,5,1,49,54747,"0"
930,12,7,5,2,21,59211,"0"
931,19,6,5,2,60,65540,"0"
932,69,0,4,6,40,63460,"0"
933,58,1,5,5,48,85317,"0"
934,79,2,1,6,55,60191,"0"
935,48,4,5,4,40,43675,"0"
936,9,9,5,1,68,84850,"0"
937,11,4,5,1,54,97334,"0"
938,23,6,5,2,55,63844,"0"
939,9,5,4,1,60,80666,"0"
940,40,7,2,4,61,58017,"0"
941,18,3,5,2,57,56042,"0"
942,29,3,4,3,78,94059,"0"
943,6,6,4,1,43,36144,"1"
944,28,4,4,2,69,55636,"0"
945,48,1,4,4,34,81643,"0"
946,20,4,4,2,44,31452,"1"
947,11,8,3,1,44,66409,"1"
948,53,2,5,4,39,75195,"1"
949,49,3,4,3,51,81947,"1"
950,13,4,5,1,58,63513,"0"
951,21,4,5,2,40,57279,"1"
952,28,5,4,2,54,67682,"0"
953,28,5,5,2,58,70024,"0"
954,49,3,5,4,51,63854,"0"
955,24,4,3,2,40,45058,"1"
956,25,4,5,3,37,57272,"1"
957,33,4,4,3,40,68790,"0"
958,55,3,5,4,56,71114,"0"
959,33,2,5,3,71,74675,"0"
960,37,6,4,3,43,56827,"0"
961,31,6,4,2,68,49398,"0"
962,41,4,5,3,38,67285,"1"
963,19,6,5,1,43,57531,"0"
964,50,5,3,4,49,69447,"0"
965,10,5,3,1,45,58593,"0"
966,59,0,3,5,52,67834,"0"
967,4,4,5,1,60,72883,"1"
968,5,8,3,1,63,78236,"1"
969,51,5,4,4,59,32666,"0"
970,20,6,5,1,32,55344,"0"
971,25,5,5,2,43,72102,"0"
972,20,3,5,2,46,50223,"0"
973,42,2,4,3,58,78589,"0"
974,43,6,3,3,31,72965,"0"
975,15,9,4,1,42,73653,"0"
976,7,7,4,1,58,39809,"0"
977,29,4,4,2,61,23199,"0"
978,39,5,5,2,53,62758,"0"
979,45,4,4,4,70,82736,"0"
980,16,6,4,1,21,46548,"0"
981,22,5,5,2,53,73674,"0"
982,10,7,5,1,49,35271,"1"
983,15,6,3,2,38,44208,"0"
984,34,3,4,4,43,70496,"0"
985,31,6,4,2,53,48456,"0"
986,6,4,4,1,65,82176,"0"
987,55,4,3,5,53,72534,"0"
988,6,6,5,1,58,94045,"0"
989,25,5,5,2,39,56138,"1"
990,48,4,5,5,45,62515,"0"
991,41,3,5,4,50,71766,"1"
992,2,4,5,1,52,35840,"0"
993,63,5,2,4,56,81656,"0"
994,48,2,3,5,48,74467,"0"
995,5,5,5,1,59,91780,"0"
996,13,4,5,1,53,85278,"0"
997,30,2,3,3,34,53756,"0"
998,2,8,5,1,54,65806,"1"
999,31,5,4,2,30,37973,"0"
1000,11,7,5,1,42,74220,"0"
1001,49,4,3,4,53,65959,"1"
1002,0,5,5,1,34,31194,"0"
1003,57,1,5,4,49,79393,"0"
1004,38,2,4,3,49,76106,"0"
1005,24,7,5,2,49,71974,"1"
1006,5,7,5,1,39,64839,"0"
1007,36,3,3,3,57,76368,"0"
1008,52,2,5,4,59,83939,"1"
1009,19,6,5,1,45,57546,"1"
1010,50,4,4,4,55,91612,"0"
1011,20,5,5,2,40,59121,"0"
1012,44,3,4,3,50,79118,"0"
1013,4,8,5,1,59,53245,"0"
1014,21,8,2,1,53,35955,"0"
1015,12,10,4,1,52,65274,"0"
1016,45,6,3,4,66,61723,"0"
1017,7,6,4,1,41,15000,"0"
1018,20,4,5,2,59,70188,"0"
1019,46,1,5,4,53,76284,"0"
1020,34,4,4,2,41,69535,"0"
1021,65,4,4,5,49,50389,"0"
1022,12,4,5,1,45,49639,"0"
1023,37,5,4,2,58,90250,"0"
1024,23,7,3,2,55,70672,"0"
1025,5,5,5,1,28,38835,"0"
1026,37,8,5,2,70,93193,"0"
1027,10,6,5,2,24,47671,"0"
1028,21,7,4,1,58,50193,"0"
1029,88,0,5,7,41,50231,"0"
1030,50,5,3,5,63,75521,"0"
1031,94,2,5,7,55,85043,"0"
1032,1,4,4,1,67,76706,"0"
1033,12,4,5,1,48,65505,"1"
1034,6,8,4,1,21,25236,"0"
1035,24,5,5,2,47,65255,"1"
1036,42,2,3,3,51,73637,"0"
1037,76,1,4,6,65,51621,"0"
1038,33,3,3,3,36,81657,"0"
1039,28,4,4,2,47,66942,"0"
1040,5,6,5,1,45,60275,"1"
1041,71,0,4,6,68,73580,"0"
1042,25,7,4,2,31,40585,"0"
1043,11,4,4,2,63,51567,"0"
1044,26,2,4,3,64,64096,"0"
1045,42,3,5,4,49,66317,"0"
1046,18,6,5,1,60,52782,"0"
1047,41,7,4,3,56,57370,"0"
1048,44,4,3,4,41,37233,"0"
1049,80,0,2,8,42,53601,"0"
1050,6,6,5,1,26,56135,"1"
1051,44,3,4,4,69,47040,"0"
1052,27,6,5,1,66,66606,"0"
1053,11,5,5,1,65,58160,"0"
1054,34,7,5,3,50,61380,"0"
1055,34,6,5,2,43,69790,"0"
1056,45,1,3,4,30,46140,"1"
1057,39,2,4,3,43,52987,"0"
1058,36,2,3,3,39,48569,"0"
1059,7,5,4,1,34,38811,"1"
1060,25,6,3,2,54,70315,"0"
1061,14,8,5,1,44,52741,"0"
1062,68,2,3,5,55,62816,"1"
1063,12,5,5,1,41,49081,"1"
1064,8,4,5,1,75,72010,"0"
1065,19,6,4,2,81,97817,"0"
1066,39,5,5,3,68,50865,"0"
1067,58,2,3,5,49,66419,"1"
1068,15,7,5,1,58,50153,"0"
1069,21,4,5,2,33,50244,"1"
1070,33,3,3,3,34,54599,"0"
1071,28,3,4,3,45,71955,"0"
1072,15,6,4,1,70,64684,"1"
1073,30,6,4,2,47,45611,"0"
1074,66,3,5,6,61,89821,"0"
1075,27,8,3,1,49,35124,"0"
1076,37,4,5,3,46,92260,"0"
1077,48,0,5,5,52,44308,"0"
1078,16,6,2,1,48,70057,"1"
1079,14,6,5,1,67,91596,"0"
1080,10,7,5,1,34,19725,"1"
1081,27,5,4,2,51,34825,"0"
1082,76,1,4,6,50,87239,"0"
1083,29,6,5,2,48,47679,"0"
1084,41,1,4,4,42,62815,"0"
1085,54,3,5,4,59,133321,"0"
1086,8,5,5,1,32,43921,"0"
1087,67,3,4,6,59,74493,"0"
1088,46,4,4,3,24,23203,"0"
1089,24,4,4,3,69,79977,"0"
1090,18,6,5,1,58,37283,"1"
1091,48,2,5,5,51,77255,"0"
1092,17,4,5,1,21,15000,"1"
1093,52,3,5,4,49,44321,"1"
1094,33,5,5,3,41,42735,"0"
1095,15,5,5,2,64,78626,"0"
1096,34,2,4,3,30,70309,"0"
1097,38,4,4,3,31,65911,"0"
1098,28,6,4,1,47,32483,"1"
1099,54,1,4,5,49,59283,"0"
1100,40,3,4,3,42,46780,"0"
1101,4,7,5,1,48,34647,"0"
1102,22,4,4,3,47,59016,"0"
1103,29,5,5,3,44,69316,"1"
1104,21,5,5,1,42,57626,"0"
1105,23,8,4,2,48,81178,"0"
1106,41,3,4,3,62,67920,"0"
1107,37,2,5,4,72,70106,"0"
1108,25,4,3,2,62,68868,"0"
1109,45,3,5,4,51,56814,"0"
1110,60,3,3,5,36,59456,"0"
1111,43,3,5,3,61,64050,"0"
1112,11,5,4,2,68,71683,"0"
1113,75,2,3,6,48,53709,"0"
1114,54,5,5,4,48,65253,"0"
1115,14,9,4,1,65,85848,"0"
1116,17,5,4,1,52,27914,"0"
1117,63,3,5,4,77,66635,"0"
1118,51,1,4,4,49,62717,"0"
1119,9,6,3,1,31,30914,"0"
1120,64,3,3,5,63,86711,"0"
1121,46,1,5,4,54,62858,"0"
1122,60,4,4,5,47,70197,"1"
1123,18,5,5,3,35,53102,"0"
1124,19,8,5,2,61,37423,"0"
1125,50,1,4,4,57,43944,"0"
1126,60,2,3,4,53,69072,"0"
1127,32,3,5,3,69,70327,"0"
1128,53,4,3,4,37,68899,"1"
1129,13,7,5,1,52,72183,"0"
1130,22,6,4,2,47,30606,"0"
1131,11,5,5,1,56,58465,"0"
1132,52,4,4,4,55,74333,"0"
1133,59,3,5,4,49,73148,"0"
1134,12,7,4,1,32,57508,"0"
1135,33,5,4,2,51,67629,"0"
1136,38,8,4,3,68,101233,"0"
1137,28,6,4,2,26,23130,"0"
1138,4,6,4,1,44,33075,"0"
1139,21,6,3,2,56,47074,"0"
1140,36,6,4,3,37,68105,"1"
1141,36,7,4,2,38,79592,"0"
1142,66,0,3,6,38,60202,"1"
1143,25,5,4,2,41,39317,"0"
1144,51,3,5,4,54,48782,"0"
1145,15,7,3,1,74,84490,"0"
1146,11,7,5,1,57,65947,"0"
1147,13,6,4,1,40,55748,"0"
1148,10,3,4,2,43,22154,"1"
1149,22,4,5,2,37,19726,"0"
1150,4,5,5,1,41,55668,"1"
1151,58,1,3,5,42,90752,"0"
1152,13,7,4,1,67,66690,"0"
1153,78,1,4,6,58,81111,"0"
1154,54,3,4,4,29,53678,"0"
1155,36,4,4,3,60,44933,"0"
1156,67,1,4,6,65,94496,"0"
1157,24,4,5,2,47,76425,"0"
1158,25,2,5,3,66,96313,"0"
1159,46,1,4,4,54,44134,"0"
1160,8,8,3,1,58,49313,"0"
1161,34,5,5,3,46,93563,"0"
1162,23,6,5,2,67,41537,"1"
1163,17,5,3,2,51,53084,"1"
1164,18,5,5,2,47,67812,"0"
1165,2,5,4,1,56,64957,"0"
1166,18,5,5,1,49,60807,"0"
1167,21,5,5,1,47,42763,"0"
1168,17,6,4,2,59,76953,"0"
1169,33,6,4,3,48,38017,"0"
1170,32,5,4,2,45,47793,"0"
1171,17,4,5,1,43,49433,"0"
1172,42,3,3,3,33,37410,"0"
1173,57,2,4,5,69,89652,"0"
1174,74,2,5,5,42,59732,"0"
1175,3,7,4,1,45,65218,"0"
1176,14,5,5,1,51,59707,"0"
1177,23,5,3,2,42,48128,"1"
1178,94,0,2,7,26,66621,"1"
1179,13,3,5,2,55,92337,"0"
1180,95,0,3,8,56,85864,"0"
1181,14,7,5,2,47,70601,"0"
1182,6,9,3,1,43,52440,"1"
1183,25,5,5,3,40,73583,"1"
1184,29,6,5,1,73,72965,"0"
1185,49,2,4,4,46,66077,"0"
1186,38,3,4,4,50,66774,"0"
1187,28,6,5,2,51,52106,"0"
1188,30,5,4,2,47,66937,"0"
1189,22,5,5,2,79,54002,"0"
1190,68,3,4,5,50,60980,"0"
1191,32,3,3,3,37,34923,"0"
1192,43,3,5,3,54,42277,"1"
1193,12,7,4,2,63,71727,"0"
1194,9,8,5,1,38,28493,"1"
1195,84,0,5,6,70,77887,"0"
1196,26,4,3,3,53,58459,"0"
1197,5,5,5,1,48,33126,"0"
1198,8,7,5,1,60,36957,"1"
1199,37,3,5,4,33,59877,"0"
1200,36,5,5,2,68,75898,"0"
1201,25,5,5,2,43,49085,"0"
1202,31,4,5,2,39,42848,"0"
1203,34,4,5,3,44,35420,"0"
1204,21,5,5,1,50,42837,"1"
1205,52,3,5,4,39,33612,"0"
1206,59,2,3,5,20,67810,"1"
1207,50,3,4,4,52,35829,"0"
1208,38,3,5,3,60,44895,"0"
1209,35,4,5,2,47,65390,"0"
1210,38,2,4,3,55,39051,"0"
1211,69,1,3,6,59,88721,"0"
1212,64,0,5,7,38,64838,"0"
1213,1,5,5,1,70,90849,"0"
1214,24,5,4,2,40,51840,"0"
1215,45,1,5,4,51,68110,"0"
1216,37,6,2,3,72,82342,"0"
1217,24,6,3,2,53,64415,"1"
1218,34,4,4,2,50,62507,"0"
1219,2,6,4,1,36,53659,"1"
1220,43,3,5,4,36,46905,"0"
1221,6,8,3,1,43,48623,"1"
1222,36,4,4,3,45,83221,"0"
1223,33,3,3,3,70,78416,"0"
1224,24,5,5,2,43,64781,"1"
1225,92,2,3,7,36,54767,"1"
1226,57,2,4,4,59,83298,"0"
1227,40,5,5,3,52,72351,"0"
1228,15,6,3,1,51,54589,"0"
1229,67,2,5,5,68,80127,"1"
1230,20,4,4,3,62,58269,"0"
1231,49,2,5,4,64,85088,"0"
1232,8,10,5,1,47,47957,"0"
1233,29,6,4,2,48,67346,"0"
1234,41,5,5,4,49,85644,"0"
1235,39,1,4,4,40,86416,"0"
1236,52,5,4,3,36,39634,"1"
1237,34,3,4,3,55,54268,"1"
1238,26,6,5,2,48,65362,"0"
1239,36,3,3,3,50,51701,"0"
1240,3,8,5,1,64,55380,"1"
1241,50,3,4,4,42,88390,"0"
1242,30,6,5,2,74,102629,"0"
1243,50,2,5,4,45,70640,"0"
1244,66,4,3,6,59,93196,"0"
1245,31,5,4,2,36,40884,"0"
1246,60,4,5,4,53,65278,"0"
1247,44,5,5,3,41,69456,"0"
1248,46,2,5,4,41,76472,"0"
1249,13,6,3,1,35,34511,"0"
1250,43,6,4,4,50,42705,"0"
1251,60,2,4,4,59,105065,"0"
1252,53,2,5,4,48,97205,"0"
1253,25,3,5,2,47,79547,"0"
1254,6,7,5,1,45,67971,"0"
1255,36,2,3,3,58,44726,"0"
1256,12,5,5,1,63,84587,"0"
1257,38,2,5,3,24,40609,"1"
1258,22,7,4,2,44,57419,"0"
1259,32,5,4,2,61,26009,"0"
1260,61,1,5,6,69,96955,"0"
1261,41,2,5,3,57,68612,"0"
1262,59,2,5,4,48,45587,"0"
1263,45,1,5,4,57,66126,"0"
1264,9,7,5,1,53,38765,"1"
1265,25,5,5,2,56,53993,"0"
1266,43,5,4,3,56,75469,"0"
1267,62,5,4,5,68,81281,"0"
1268,34,4,3,3,54,73961,"0"
1269,56,0,3,5,45,56277,"0"
1270,23,5,5,2,62,95465,"0"
1271,24,3,5,2,40,36377,"0"
1272,50,1,3,4,46,74973,"0"
1273,17,4,4,1,21,47708,"0"
1274,32,3,5,2,52,52191,"0"
1275,30,2,3,3,58,76441,"0"
1276,30,6,5,3,29,84371,"0"
1277,2,7,4,1,80,67483,"0"
1278,49,3,2,4,39,38131,"1"
1279,22,6,5,2,34,33824,"1"
1280,29,7,5,2,46,58145,"0"
1281,47,3,4,4,54,52846,"0"
1282,31,4,4,2,45,39474,"0"
1283,21,4,5,2,56,51720,"0"
1284,16,5,5,2,39,67093,"0"
1285,13,7,4,1,59,67254,"0"
1286,29,3,4,3,52,21686,"0"
1287,39,3,5,4,73,74978,"0"
1288,40,6,5,3,55,58286,"0"
1289,4,5,4,1,49,49714,"1"
1290,34,3,5,3,52,49683,"0"
1291,6,6,5,1,57,81924,"1"
1292,29,7,4,2,40,38326,"0"
1293,10,5,5,1,38,51039,"1"
1294,48,4,1,4,60,85138,"0"
1295,56,3,4,4,51,70743,"0"
1296,7,4,4,1,32,46096,"1"
1297,31,6,5,3,38,37057,"0"
1298,28,4,5,2,51,33496,"0"
1299,50,3,5,3,64,58227,"0"
1300,32,8,5,2,52,72690,"0"
1301,55,2,2,4,50,55431,"1"
1302,81,0,3,7,44,62319,"0"
1303,23,4,4,2,41,53552,"1"
1304,12,5,4,1,42,70463,"1"
1305,4,8,4,1,55,49616,"0"
1306,54,3,3,5,43,51173,"0"
1307,53,2,3,4,52,78253,"0"
1308,59,1,4,5,46,59419,"0"
1309,53,3,3,5,52,76316,"0"
1310,33,5,4,2,62,69870,"0"
1311,9,6,5,1,60,92248,"0"
1312,50,1,4,4,49,72952,"0"
1313,34,3,4,2,38,43584,"0"
1314,18,4,4,2,57,60046,"0"
1315,8,5,5,2,52,74266,"0"
1316,26,6,5,2,38,54946,"0"
1317,13,6,5,1,62,38854,"1"
1318,42,3,5,3,61,69712,"0"
1319,46,5,5,4,42,72602,"0"
1320,32,4,5,3,82,64802,"0"
1321,24,10,5,2,18,51689,"0"
1322,27,5,4,2,58,48425,"1"
1323,62,0,4,5,44,65714,"1"
1324,65,0,5,6,52,76052,"0"
1325,45,2,5,3,37,26025,"1"
1326,46,2,4,4,47,58812,"1"
1327,44,3,3,4,43,58548,"0"
1328,49,3,5,4,56,49110,"0"
1329,59,0,2,6,55,67818,"1"
1330,27,3,4,2,59,64725,"1"
1331,42,3,5,3,55,48632,"0"
1332,0,6,4,1,49,64265,"1"
1333,58,0,5,5,49,53036,"0"
1334,68,0,3,6,72,62676,"1"
1335,39,2,5,3,60,82782,"0"
1336,48,4,4,3,49,57572,"0"
1337,6,5,5,1,68,89610,"1"
1338,3,5,5,1,55,39686,"1"
1339,28,2,4,3,49,61790,"1"
1340,37,2,5,3,38,50286,"0"
1341,44,1,3,4,54,41176,"0"
1342,18,6,3,2,56,73536,"0"
1343,32,6,5,3,42,62895,"0"
1344,33,7,5,3,38,58364,"0"
1345,27,3,5,2,34,44860,"0"
1346,62,2,3,5,40,77363,"1"
1347,19,6,5,1,63,60681,"0"
1348,23,7,5,2,56,50514,"0"
1349,39,7,4,4,39,60447,"0"
1350,38,3,4,3,31,39498,"0"
1351,6,8,5,1,18,15000,"1"
1352,42,3,3,3,39,58530,"0"
1353,15,5,4,1,56,57262,"0"
1354,35,6,3,2,36,60397,"0"
1355,35,5,3,4,54,73484,"0"
1356,16,6,5,1,71,73285,"1"
1357,7,4,5,1,24,35957,"0"
1358,20,8,3,2,49,46860,"0"
1359,36,5,5,3,38,63844,"0"
1360,19,7,5,1,61,90418,"0"
1361,27,3,5,3,50,47649,"0"
1362,38,4,4,4,54,83906,"0"
1363,6,5,5,1,52,86181,"1"
1364,28,6,3,2,53,84297,"1"
1365,66,1,3,5,54,61147,"0"
1366,19,5,5,2,38,53584,"0"
1367,36,4,5,2,65,44596,"0"
1368,5,6,5,1,68,63908,"0"
1369,50,1,4,5,48,55940,"1"
1370,21,7,5,1,48,69099,"0"
1371,27,4,5,2,28,34338,"0"
1372,22,4,4,3,52,52427,"1"
1373,33,6,4,2,23,44139,"0"
1374,18,5,3,2,48,44502,"1"
1375,18,4,5,2,32,22569,"0"
1376,11,6,5,1,40,57554,"0"
1377,30,5,5,2,48,32024,"0"
1378,21,4,3,1,56,55634,"0"
1379,36,5,3,2,67,86266,"0"
1380,86,0,3,7,45,71848,"1"
1381,12,7,5,1,47,63927,"0"
1382,54,1,5,5,47,48170,"0"
1383,9,5,5,1,44,34357,"0"
1384,20,8,5,1,46,66969,"0"
1385,45,2,5,4,59,50115,"0"
1386,24,5,4,2,71,91525,"0"
1387,10,7,5,1,69,73796,"1"
1388,30,4,3,3,49,61124,"0"
1389,17,8,5,1,57,65859,"1"
1390,31,6,5,2,43,35981,"0"
1391,23,3,4,2,32,55417,"0"
1392,57,1,3,5,56,84006,"0"
1393,13,6,5,1,54,45158,"0"
1394,38,2,5,3,69,69767,"0"
1395,12,6,5,1,48,43037,"0"
1396,28,2,4,3,29,49840,"0"
1397,24,3,5,2,53,54241,"1"
1398,14,8,5,1,32,60901,"0"
1399,30,5,5,3,37,35486,"1"
1400,14,5,3,2,44,53884,"0"
1401,40,3,4,3,45,58616,"0"
1402,20,5,5,1,33,19600,"0"
1403,37,2,4,3,63,64990,"0"
1404,26,5,4,2,54,47599,"1"
1405,7,8,3,1,39,40419,"0"
1406,21,4,4,1,40,61681,"1"
1407,22,4,5,2,35,62028,"0"
1408,41,5,5,3,54,44237,"0"
1409,8,7,3,1,61,62149,"0"
1410,25,7,4,2,45,32261,"0"
1411,24,4,3,2,62,78801,"0"
1412,22,4,4,2,46,48231,"0"
1413,18,4,5,1,53,73609,"1"
1414,16,5,4,2,63,47847,"0"
1415,15,5,4,1,41,70783,"1"
1416,21,3,5,2,51,50460,"0"
1417,51,4,3,4,56,54594,"1"
1418,16,5,4,1,45,47319,"0"
1419,22,3,5,2,52,43912,"0"
1420,52,3,4,4,55,33068,"1"
1421,36,9,3,2,64,67582,"0"
1422,28,5,5,2,61,92823,"1"
1423,57,1,3,6,45,65420,"0"
1424,49,4,5,4,57,71179,"1"
1425,17,3,5,2,69,95951,"0"
1426,76,0,3,7,42,60396,"0"
1427,22,4,5,2,67,55990,"0"
1428,13,5,5,1,34,52492,"0"
1429,50,3,5,4,39,55572,"0"
1430,60,1,5,5,52,61524,"0"
1431,28,4,5,2,30,50525,"0"
1432,64,3,3,5,54,63090,"0"
1433,63,3,4,5,24,37617,"0"
1434,63,5,5,4,41,31930,"0"
1435,15,3,5,2,39,37894,"1"
1436,44,4,2,3,61,56986,"1"
1437,28,4,2,2,37,55352,"1"
1438,57,2,3,6,66,72968,"0"
1439,15,6,4,1,40,39720,"0"
1440,35,8,4,2,46,36701,"0"
1441,37,3,3,3,40,55541,"1"
1442,10,7,5,1,63,81842,"0"
1443,75,1,5,6,34,45790,"0"
